id,english,polish,level,track,topic_category,material_type,specialism,difficulty_1_5,word_count_en,examples_count,accepted_answers_count,collocations_count,typical_prepositions,translation_check,flags,recommendation
praca_a2_0299_i_need_to_test_the_settings,I need to test the new settings,Muszę przetestować nowe ustawienia,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0300_i_need_to_test_the_application,I need to test the application,Muszę przetestować aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0301_i_need_to_test_the_file,I need to test the imported file,Muszę przetestować zaimportowany plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0302_i_need_to_restart_the_router,I need to restart the router,Muszę zrestartować router,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0303_i_need_to_restart_the_camera,I need to restart the camera,Muszę zrestartować kamerę,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0304_i_need_to_restart_the_cable,I need to reconnect the cable,Muszę ponownie podłączyć przewód,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0305_i_need_to_restart_the_settings,I need to reset the settings,Muszę zresetować ustawienia,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0306_i_need_to_restart_the_application,I need to restart the application,Muszę zrestartować aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0307_i_need_to_restart_the_file,I need to reopen the file,Muszę ponownie otworzyć plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0308_i_need_to_update_the_router,I need to update the router firmware,Muszę zaktualizować oprogramowanie routera,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0309_i_need_to_update_the_camera,I need to update the camera firmware,Muszę zaktualizować oprogramowanie kamery,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0310_i_need_to_update_the_cable,I need to update the cable documentation,Muszę zaktualizować dokumentację okablowania,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0311_i_need_to_update_the_settings,I need to update the settings,Muszę zaktualizować ustawienia,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0312_i_need_to_update_the_application,I need to update the application,Muszę zaktualizować aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0313_i_need_to_update_the_file,I need to update the file,Muszę zaktualizować plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0314_i_need_to_save_the_router,I need to save the router configuration,Muszę zapisać konfigurację routera,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0315_i_need_to_save_the_camera,I need to save the camera recording,Muszę zapisać nagranie z kamery,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0316_i_need_to_save_the_cable,I need to save the cable route in the plan,Muszę zapisać przebieg przewodu w planie,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,10,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0317_i_need_to_save_the_settings,I need to save the settings,Muszę zapisać ustawienia,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0318_i_need_to_save_the_application,I need to save the changes in the application,Muszę zapisać zmiany w aplikacji,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,9,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0319_i_need_to_save_the_file,I need to save the file,Muszę zapisać plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0320_i_need_to_delete_the_router,I need to remove the router from the account,Muszę usunąć router z konta,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,9,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0321_i_need_to_delete_the_camera,I need to delete the camera recording,Muszę usunąć nagranie z kamery,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0322_i_need_to_delete_the_cable,I need to remove the cable entry from the plan,Muszę usunąć wpis przewodu z planu,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,10,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0323_i_need_to_delete_the_settings,I need to delete the saved settings profile,Muszę usunąć zapisany profil ustawień,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,8,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0324_i_need_to_delete_the_application,I need to uninstall the application,Muszę odinstalować aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0325_i_need_to_delete_the_file,I need to delete the file,Muszę usunąć plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0326_i_need_to_copy_the_router,I need to copy the router configuration,Muszę skopiować konfigurację routera,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0327_i_need_to_copy_the_camera,I need to export the camera configuration,Muszę wyeksportować konfigurację kamery,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0328_i_need_to_copy_the_cable,I need to copy the cable plan,Muszę skopiować plan okablowania,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0329_i_need_to_copy_the_settings,I need to copy the settings,Muszę skopiować ustawienia,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0330_i_need_to_copy_the_application,I need to copy the application installer,Muszę skopiować instalator aplikacji,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0331_i_need_to_copy_the_file,I need to copy the file,Muszę skopiować plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0332_i_need_to_open_the_router,I need to open the router control panel,Muszę otworzyć panel sterowania routera,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,8,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0333_i_need_to_open_the_camera,I need to open the camera housing,Muszę otworzyć obudowę kamery,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0334_i_need_to_open_the_cable,I need to open the cable duct,Muszę otworzyć kanał kablowy,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0335_i_need_to_open_the_settings,I need to open the settings,Muszę otworzyć ustawienia,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0336_i_need_to_open_the_application,I need to open the application,Muszę otworzyć aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0337_i_need_to_open_the_file,I need to open the file,Muszę otworzyć plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0338_i_need_to_close_the_router,I need to close the router control panel,Muszę zamknąć panel sterowania routera,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,8,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0339_i_need_to_close_the_camera,I need to close the camera housing,Muszę zamknąć obudowę kamery,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0340_i_need_to_close_the_cable,I need to close the cable duct,Muszę zamknąć kanał kablowy,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0341_i_need_to_close_the_settings,I need to close the settings,Muszę zamknąć ustawienia,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0342_i_need_to_close_the_application,I need to close the application,Muszę zamknąć aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0343_i_need_to_close_the_file,I need to close the file,Muszę zamknąć plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0344_i_need_to_choose_the_router,I need to choose the router,Muszę wybrać router,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0345_i_need_to_choose_the_camera,I need to choose the camera,Muszę wybrać kamerę,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0346_i_need_to_choose_the_cable,I need to choose the cable,Muszę wybrać przewód,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0347_i_need_to_choose_the_settings,I need to choose the correct settings,Muszę wybrać właściwe ustawienia,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0348_i_need_to_choose_the_application,I need to choose the application,Muszę wybrać aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0349_i_need_to_choose_the_file,I need to choose the correct file,Muszę wybrać właściwy plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0350_i_need_to_change_the_router,I need to change the router,Muszę zmienić router,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0351_i_need_to_change_the_camera,I need to change the camera,Muszę zmienić kamerę,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0352_i_need_to_change_the_cable,I need to change the cable,Muszę zmienić przewód,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0353_i_need_to_change_the_settings,I need to change the settings,Muszę zmienić ustawienia,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0354_i_need_to_change_the_application,I need to change the application,Muszę zmienić aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0355_i_need_to_change_the_file,I need to change the file,Muszę zmienić plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0356_i_need_to_send_the_router,The router must be returned for warranty inspection,Router trzeba odesłać do kontroli gwarancyjnej,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,8,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_b1_0357_i_need_to_send_the_camera,I need to send the camera to the service centre,Muszę wysłać kamerę do serwisu,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,10,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0358_i_need_to_send_the_cable,I need to send a sample of the cable,Muszę wysłać próbkę przewodu,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,9,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0359_i_need_to_send_the_settings,I need to send a screenshot of the settings,Muszę wysłać zrzut ekranu ustawień,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,9,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0360_i_need_to_send_the_application,I need to send the application link,Muszę wysłać link do aplikacji,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0361_i_need_to_send_the_file,I need to send the file,Muszę wysłać plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0362_i_need_to_receive_the_router,I need to receive the router delivery,Muszę odebrać dostawę routera,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0363_i_need_to_receive_the_camera,I need to receive the camera delivery,Muszę odebrać dostawę kamery,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0364_i_need_to_receive_the_cable,I need to receive the cable delivery,Muszę odebrać dostawę przewodu,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0365_i_need_to_receive_the_settings,I need to receive the settings from the server,Muszę pobrać ustawienia z serwera,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,9,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0366_i_need_to_receive_the_application,I need to receive the application invitation,Muszę odebrać zaproszenie do aplikacji,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0367_i_need_to_receive_the_file,I need to receive the file,Muszę odebrać plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
extra_a2_001_client,client,klient,A2,Praktyczne,klient,rzeczownik,ogólne,2,1,1,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
extra_b1_002_appointment,appointment,termin,B1,Praktyczne,termin,rzeczownik,ogólne,3,1,1,0,3,f; o; r;  ; /;  ; w; i; t; h,wstępnie kompletne; wymaga końcowej kontroli językowej,powtórzony angielski zapis – sprawdzić znaczenia | brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
extra_a2_005_cable,cable,kabel,A2,Praktyczne,kabel,rzeczownik,ogólne,2,1,1,0,3,t; o;  ; /;  ; b; e; t; w; e; e; n,wstępnie kompletne; wymaga końcowej kontroli językowej,powtórzony angielski zapis – sprawdzić znaczenia | brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
extra_a2_009_schedule,schedule,grafik,A2,Praktyczne,grafik,rzeczownik,ogólne,2,1,1,0,2,f; o; r,wstępnie kompletne; wymaga końcowej kontroli językowej,powtórzony angielski zapis – sprawdzić znaczenia | brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
extra_b2_011_signal,signal,sygnał,A1,Praktyczne,sygnał,rzeczownik,ogólne,1,1,1,0,2,f; r; o; m;  ; /;  ; t; o,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
extra_a1_012_installation,installation,montaż,A1,Praktyczne,montaż,rzeczownik,ogólne,1,1,1,0,3,o; f;  ; /;  ; a; t,wstępnie kompletne; wymaga końcowej kontroli językowej,powtórzony angielski zapis – sprawdzić znaczenia | brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
extra_a2_013_service,service,serwis,A2,Praktyczne,serwis,rzeczownik,ogólne,2,1,1,0,3,f; o; r;  ; /;  ; t; o,wstępnie kompletne; wymaga końcowej kontroli językowej,powtórzony angielski zapis – sprawdzić znaczenia | brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
extra_b1_014_payment,payment,płatność,B1,Praktyczne,płatność,rzeczownik,ogólne,3,1,1,0,2,f; o; r,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
extra_b2_015_access,access,dostęp,A2,Praktyczne,dostęp,rzeczownik,ogólne,2,1,1,0,2,t; o,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
extra_b1_018_diagnosis,diagnosis,diagnoza,B1,Praktyczne,diagnoza,rzeczownik,ogólne,3,1,1,0,2,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
extra_b2_019_warranty,warranty,gwarancja,A2,Praktyczne,gwarancja,rzeczownik,ogólne,2,1,1,0,2,u; n; d; e; r;  ; /;  ; o; n,wstępnie kompletne; wymaga końcowej kontroli językowej,brak rejestru językowego,przypisać do lekcji | poprawić lub ręcznie zweryfikować
scene_b1_001,Can we move the appointment to Friday?,Czy możemy przenieść termin na piątek?,B1,Dialogi,scenki,zdanie,zawodowe,5,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
scene_b2_002,I am calling about the camera installation.,Dzwonię w sprawie montażu kamery.,B1,Dialogi,scenki,zdanie,zawodowe,5,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
scene_a1_003,"The internet works, but the speed is low.","Internet działa, ale prędkość jest niska.",A1,Dialogi,scenki,zdanie,zawodowe,3,8,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,prawdopodobnie zbyt złożone dla rdzenia A1 | zdanie bez wariantów odpowiedzi,przypisać do lekcji | sprawdzić/przenieść poziom
scene_a2_004,Where should I mount the camera?,Gdzie mam zamontować kamerę?,A2,Dialogi,scenki,zdanie,zawodowe,3,6,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
scene_b1_005,Do you want the cable hidden or visible?,Czy kabel ma być ukryty czy widoczny?,B1,Dialogi,scenki,zdanie,zawodowe,5,8,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
scene_b2_006,I need about thirty minutes to finish.,"Potrzebuję około trzydziestu minut, żeby skończyć.",B1,Dialogi,scenki,zdanie,zawodowe,5,7,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
scene_a1_007,The device must be connected to power.,Urządzenie musi być podłączone do zasilania.,A1,Dialogi,scenki,zdanie,zawodowe,4,7,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,prawdopodobnie zbyt złożone dla rdzenia A1 | zdanie bez wariantów odpowiedzi,przypisać do lekcji | sprawdzić/przenieść poziom
scene_a2_008,Please check if the application is installed.,"Proszę sprawdzić, czy aplikacja jest zainstalowana.",A2,Dialogi,scenki,zdanie,zawodowe,4,7,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
scene_b1_009,I will show you how to use it.,"Pokażę, jak tego używać.",B1,Dialogi,scenki,zdanie,zawodowe,5,8,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
scene_b2_010,The camera records when it detects movement.,"Kamera nagrywa, gdy wykryje ruch.",B1,Dialogi,scenki,zdanie,zawodowe,5,7,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
scene_a1_011,The signal is better near the window.,Sygnał jest lepszy przy oknie.,A1,Dialogi,scenki,zdanie,zawodowe,3,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,prawdopodobnie zbyt złożone dla rdzenia A1,przypisać do lekcji | sprawdzić/przenieść poziom
scene_a2_012,I can prepare a written quote.,Mogę przygotować pisemną wycenę.,A2,Dialogi,scenki,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
scene_b1_013,This solution will be more reliable.,To rozwiązanie będzie bardziej niezawodne.,B1,Dialogi,scenki,zdanie,zawodowe,5,6,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
scene_b2_014,The old cable should be replaced.,Stary kabel powinien zostać wymieniony.,B1,Dialogi,scenki,zdanie,zawodowe,5,6,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
scene_a1_015,The installation is complete.,Montaż jest zakończony.,A1,Dialogi,scenki,zdanie,zawodowe,2,4,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,powtórzony angielski zapis – sprawdzić znaczenia,przypisać do lekcji | poprawić lub ręcznie zweryfikować
scene_a2_016,Please test the application now.,Proszę teraz przetestować aplikację.,A2,Dialogi,scenki,zdanie,zawodowe,3,5,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
scene_b1_017,I will save the settings.,Zapiszę ustawienia.,B1,Dialogi,scenki,zdanie,zawodowe,4,5,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
scene_b2_018,The password is incorrect.,Hasło jest nieprawidłowe.,B1,Dialogi,scenki,zdanie,zawodowe,4,4,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
